School_Name,Address_Line_1,Address_Town,Address_Postcode,LGA_ID,LGA_Name,X,Y
Mount View Primary School,274-288 Gallaghers Rd,Glen Waverley,3150,497,Monash (C),145.17881,-37.88348
Syndal South Primary School,14 Montgomery Avenue,Mount Waverley,3149,497,Monash (C),145.1433,-37.87909
Montmorency South Primary School,64 Buena Vista Drive,Montmorency,3094,66,Banyule (C),145.12966,-37.72493
Altona North Primary School,51 Cresser Street,Altona North,3025,311,Hobsons Bay (C),144.84917,-37.83698
Burwood Heights Primary School,Cnr Hawthorn & Mahoneys Rds,Burwood East,3151,698,Whitehorse (C),145.16328,-37.84675
Stawell West Primary School,80-88 Cooper Street,Stawell,3380,581,Northern Grampians (S),142.77129,-37.06576
Watsonia Heights Primary School,61 Henry Street,Greensborough,3088,66,Banyule (C),145.10073,-37.7153
Forest Street Primary School,Cnr Forest & Hancock Streets,Wendouree,3355,57,Ballarat (C),143.83543,-37.52319
Pembroke Primary School,25 Pembroke Road,Mooroolbark,3138,745,Yarra Ranges (S),145.32724,-37.7968
Mahogany Rise Primary School,23 Jenkens Street,Frankston North,3200,217,Frankston (C),145.1574,-38.12562
Wilmot Road Primary School Shepparton,84-90 Wilmot Road,Shepparton,3630,283,Greater Shepparton (C),145.4059,-36.3985
Bundoora Primary School,6 Bendoran Crescent,Bundoora,3083,66,Banyule (C),145.06299,-37.70734
University Park Primary School,Lister Street,St Albans,3021,118,Brimbank (C),144.80307,-37.75489
St Albans Heights Primary School,Norwich Street,St Albans,3021,118,Brimbank (C),144.81037,-37.74865
Kerang South Primary School,1 Mitchell Street,Kerang,3579,225,Gannawarra (S),143.92716,-35.74123
Hume Valley School,15- 41 Koroit Avenue,Broadmeadows,3047,327,Hume (C),144.92701,-37.6724
Mentone Park Primary School,Broome Avenue,Mentone,3194,343,Kingston (C),145.0828,-37.98001
Donvale Primary School,Elata Street,Donvale,3111,421,Manningham (C),145.17378,-37.80041
Bell Park North Primary School,16-26 Barton Street,Bell Park,3215,275,Greater Geelong (C),144.33602,-38.10589
Boronia Heights Primary School,Landscape Drive,Boronia,3155,367,Knox (C),145.29648,-37.84457
Glenallen School,7 Allen Street,Glen Waverley,3150,497,Monash (C),145.16175,-37.88836
Churchill Primary School,Coleman Parade,Churchill,3842,381,Latrobe (C),146.41542,-38.3111
Montpellier Primary School,21-31 Lambhill Crescent,Highton,3216,275,Greater Geelong (C),144.31612,-38.16627
Bayswater South Primary School,Enfield Drive,Bayswater,3153,367,Knox (C),145.26135,-37.8549
Seaford North Primary School,81 Hallifax Street,Seaford,3198,217,Frankston (C),145.13361,-38.09016
Morwell Park Primary School,76 - 82 Vary Street,Morwell,3840,381,Latrobe (C),146.42446,-38.22793
Lalor East Primary School,39 Cleveland Street,Thomastown,3074,707,Whittlesea (C),145.03554,-37.67658
Jackson School,40-46 Mulhall Drive,St Albans,3021,118,Brimbank (C),144.81418,-37.75602
Carlton Primary School,150 Palmerston Street,Carlton,3053,460,Melbourne (C),144.97045,-37.7956
Wangala Primary School,45a Kidman Avenue,Belmont,3216,275,Greater Geelong (C),144.33986,-38.18571
Templestowe Valley Primary School,15 Birchwood Avenue,Lower Templestowe,3107,421,Manningham (C),145.10938,-37.76061
Highvale Primary School,33 Ashton Street,Glen Waverley,3150,497,Monash (C),145.17407,-37.86702
Watsonia North Primary School,16 Sharpes Road,Watsonia North,3087,66,Banyule (C),145.08051,-37.7004
Wooranna Park Primary School,89-105 Carlton Road,Dandenong,3175,267,Greater Dandenong (C),145.21636,-37.96024
Knox Park Primary School,Kathryn Road,Knoxfield,3180,367,Knox (C),145.2514,-37.88363
Birralee Primary School,Heyington Avenue,Doncaster,3108,421,Manningham (C),145.11335,-37.79342
Ararat North Primary School,66 Blake Street,Ararat,3377,26,Ararat (RC),142.94005,-37.27465
Derinya Primary School,Overport Road,Frankston South,3199,217,Frankston (C),145.12094,-38.17444
Thomastown West Primary School,98-112 Main Street,Thomastown,3074,707,Whittlesea (C),145.00079,-37.6787
Rowville Primary School,Paratea Drive,Rowville,3178,367,Knox (C),145.23711,-37.92292
Mossfiel Primary School,15a Langridge Street,Hoppers Crossing,3029,726,Wyndham (C),144.69612,-37.87288
Templestowe Heights Primary School,276-300 High Street,Templestowe Lower,3107,421,Manningham (C),145.11935,-37.76721
Ballam Park Primary School,61 Belar Avenue,Frankston,3199,217,Frankston (C),145.15828,-38.14746
Sunbury West Primary School,55 Cornish Street,Sunbury,3429,327,Hume (C),144.71292,-37.5748
Gladstone Park Primary School,15 - 25 South Circular Road,Gladstone Park,3043,327,Hume (C),144.88658,-37.68715
Manchester Primary School,Monomeith Street,Mooroolbark,3138,745,Yarra Ranges (S),145.30955,-37.77213
Glendal Primary School,55 Nottingham Street,Glen Waverley,3150,497,Monash (C),145.15904,-37.86708
Bimbadeen Heights Primary School,118 Hayrick Lane,Mooroolbark,3138,745,Yarra Ranges (S),145.32114,-37.77376
Wattle View Primary School,Wattletree Road,Ferntree Gully,3156,367,Knox (C),145.27802,-37.87582
Sherbourne Primary School,17 Outlook Crescent,Briar Hill,3088,66,Banyule (C),145.13008,-37.70891
Donburn Primary School,22a Colchester Drive,Doncaster East,3109,421,Manningham (C),145.16552,-37.78746
Guthrie Street Primary School Shepparton,33-69 Guthrie Street,Shepparton,3630,283,Greater Shepparton (C),145.39097,-36.3985
Araluen Primary School,Patten Street,Sale,3850,681,Wellington (S),147.08906,-38.10805
Royal Childrens Hospital Education Institute,"Suite 1.4, Level 1",Parkville,3052,460,Melbourne (C),144.95097,-37.79435
Vermont South Special School,22-30 Livingstone Road,Vermont South,3133,698,Whitehorse (C),145.1806,-37.85114
Concord School,411 Grimshaw Street,Bundoora,3083,66,Banyule (C),145.07501,-37.702
Deer Park West Primary School,Quinn Street,Deer Park,3023,118,Brimbank (C),144.76444,-37.772
Campbellfield Heights Primary School,1-13 Laurel Crescent,Campbellfield,3061,327,Hume (C),144.96587,-37.67433
Lalor North Primary School,2 Derna Crescent,Lalor,3075,707,Whittlesea (C),145.02854,-37.66415
Melton West Primary School,2 Rathdowne Circuit,Melton West,3337,465,Melton (C),144.56749,-37.67748
Diamond Creek East Primary School,129-163 Main Hurstbridge Road,Diamond Creek,3089,571,Nillumbik (S),145.1656,-37.67419
Brandon Park Primary School,1-5 Ninevah Crescent,Wheelers Hill,3150,497,Monash (C),145.17325,-37.91432
Bayswater West Primary School,Phyllis Street,Bayswater,3153,367,Knox (C),145.25305,-37.84907
Mornington Park Primary School,Robertson Drive,Mornington,3931,534,Mornington Peninsula (S),145.05875,-38.22603
Wodonga South Primary School,15 Cartwright Street,Wodonga,3690,717,Wodonga (C),146.89399,-36.13962
Aldercourt Primary School,14B Silver Avenue,Frankston North,3200,217,Frankston (C),145.16162,-38.11662
Richmond West Primary School,25 Lennox Street,Richmond,3121,735,Yarra (C),144.99574,-37.81363
Marlborough Primary School,Hardy Crescent,Heathmont,3135,441,Maroondah (C),145.23294,-37.83641
Stevensville Primary School,52 Kings Road,St Albans,3021,118,Brimbank (C),144.78121,-37.7361
Birmingham Primary School,43-49 Francis Crescent,Mount Evelyn,3796,745,Yarra Ranges (S),145.36852,-37.77958
Woodville Primary School,33-57 Warringa Crescent,Hoppers Crossing,3029,726,Wyndham (C),144.69123,-37.88377
Glengala Primary School,1-23 Kermeen Street,Sunshine West,3020,118,Brimbank (C),144.81407,-37.79899
Karingal Heights Primary School,Havana Crescent,Frankston,3199,217,Frankston (C),145.16681,-38.14148
Wallarano Primary School,38-64 Wallarano Drive,Noble Park,3174,267,Greater Dandenong (C),145.17082,-37.97962
Victoria Road Primary School,44 Victoria Road,Lilydale,3140,745,Yarra Ranges (S),145.33611,-37.75518
Mooroolbark East Primary School,106-112 Taylor Road,Mooroolbark,3138,745,Yarra Ranges (S),145.3357,-37.7868
Ardeer South Primary School,59-75 Murray Street,Sunshine West,3020,118,Brimbank (C),144.799,-37.7884
Gladesville Primary School,48 Gladesville Drive,Kilsyth,3137,745,Yarra Ranges (S),145.32291,-37.8111
Falls Creek Primary School,15 Slalom Street,Falls Creek,3699,939,Unincorporated Vic,147.27976,-36.86431
Debney Meadows Primary School,100 Victoria Street,Flemington,3031,506,Moonee Valley (C),144.93515,-37.78598
Fountain Gate Primary School,7-21 Prospect Hill Road,Narre Warren,3805,161,Casey (C),145.2952,-38.00942
Tinternvale Primary School,Tintern Avenue,Ringwood East,3135,441,Maroondah (C),145.26534,-37.81841
Grovedale West Primary School,85 Heyers Road,Grovedale,3216,275,Greater Geelong (C),144.32895,-38.20828
Baringa Special School,47 Staff Street,Moe,3825,381,Latrobe (C),146.2572,-38.19174
Naranga Special School,14 Naranga Crescent,Frankston,3199,217,Frankston (C),145.163,-38.14716
Kent Park Primary School,Greenaway Drive,Ferntree Gully,3156,367,Knox (C),145.26273,-37.88349
Deer Park North Primary School,18-36 Mawson Avenue,Deer Park,3023,118,Brimbank (C),144.77403,-37.75614
Rosewood Downs Primary School,25 Murray Road,Dandenong North,3175,267,Greater Dandenong (C),145.21346,-37.94411
Mooroopna Park Primary School,45 MacIsaac Road,Mooroopna,3629,283,Greater Shepparton (C),145.34594,-36.3801
Coburn Primary School,26-42 Richard Road,Melton South,3338,465,Melton (C),144.57266,-37.69487
Manorvale Primary School,232-246 Greaves St North,Werribee,3030,726,Wyndham (C),144.64389,-37.89406
Gladstone Views Primary School,195 - 227 Carrick Drive,Gladstone Park,3043,327,Hume (C),144.89837,-37.68901
Wheelers Hill Primary School,134-148 Whites Lane,Wheelers Hill,3150,497,Monash (C),145.17759,-37.90017
Ashwood School,Montpellier Road,Ashwood,3147,497,Monash (C),145.10716,-37.85966
Broadmeadows Valley Primary School,Dimboola Road,Broadmeadows,3047,327,Hume (C),144.9141,-37.6814
Bulleen Heights School,49-61 Pleasant Road,Bulleen,3105,421,Manningham (C),145.09506,-37.76329
Kingston Heath Primary School,25 Farm Road,Cheltenham,3192,343,Kingston (C),145.07907,-37.96278
Andersons Creek Primary School,36-42 Drysdale Road,Warrandyte,3113,421,Manningham (C),145.20768,-37.74822
Waverley Meadows Primary School,11-27 Columbia Drive,Wheelers Hill,3150,497,Monash (C),145.18428,-37.91475
Kingswood Primary School,1-25 Plaza Crescent,Dingley Village,3172,343,Kingston (C),145.1238,-37.983
Ascot Vale Heights School,1 Tasma Street,Ascot Vale,3032,506,Moonee Valley (C),144.93236,-37.77682
Camelot Rise Primary School,Galahad Crescent,Glen Waverley,3150,497,Monash (C),145.18777,-37.86528
Livingstone Primary School,25 - 29 Livingstone Road,Vermont South,3133,698,Whitehorse (C),145.18067,-37.85289
Churchill North Primary School,Blackwood Crescent,Churchill,3842,381,Latrobe (C),146.41695,-38.30464
St Albans Meadows Primary School,2A Laurel Street,St Albans,3021,118,Brimbank (C),144.81778,-37.75337
Silverton Primary School,77-123 Jacksons Road,Noble Park North,3174,267,Greater Dandenong (C),145.19288,-37.94923
Kalinda Primary School,39-49 Kalinda Road,Ringwood,3134,441,Maroondah (C),145.25483,-37.7893
Whittington Primary School,1-11 Worden Court,Whittington,3219,275,Greater Geelong (C),144.39501,-38.17815
Coldstream Primary School,Kelso Street,Coldstream,3770,745,Yarra Ranges (S),145.38271,-37.73256
Templestowe Park Primary School,399-409 Church Road,Templestowe,3106,421,Manningham (C),145.14326,-37.75627
River Gum Primary School,63 Fordholm Road,Hampton Park,3976,161,Casey (C),145.26051,-38.03465
Regency Park Primary School,50 Amesbury Avenue,Wantirna,3152,367,Knox (C),145.23616,-37.85487
Dorset Primary School,1-11 Rescorla Avenue,Croydon,3136,441,Maroondah (C),145.28575,-37.81008
Eastbourne Primary School,Allambi Avenue,Capel Sound,3940,534,Mornington Peninsula (S),144.8835,-38.37376
Thomastown Meadows Primary School,13-21 Diplomat Drive,Thomastown,3074,707,Whittlesea (C),144.9931,-37.68259
Kingsley Park Primary School,Franciscan Avenue,Frankston,3199,217,Frankston (C),145.1557,-38.16808
James Cook Primary School,29-59 James Cook Drive,Endeavour Hills,3802,161,Casey (C),145.24585,-37.97906
Movelle Primary School,39 Gum Road,KINGS PARK,3021,118,Brimbank (C),144.77536,-37.73771
Mount Eliza North Primary School,6 Moseley Drive,Mount Eliza,3930,534,Mornington Peninsula (S),145.10054,-38.1884
Melrose Primary School,25 Silva Drive,West Wodonga,3690,717,Wodonga (C),146.86142,-36.1305
Yarrabah School,23 Mill Street,Aspendale,3195,343,Kingston (C),145.09669,-38.01399
Frankston Special Developmental School,Sassafras Drive,Frankston,3199,217,Frankston (C),145.1702,-38.1433
Waratah Special Developmental School,228 Banksia Street,Bellfield,3081,66,Banyule (C),145.04074,-37.75629
Port Phillip Specialist School,Cnr Nott & Pool Streets,Port Melbourne,3207,590,Port Phillip (C),144.94197,-37.83679
Cobram and District Specialist School,4-8 Hume Street,Cobram,3644,490,Moira (S),145.65158,-35.92582
Monash Special Developmental School,15-25 Academy Avenue,Wheelers Hill,3150,497,Monash (C),145.1658,-37.90698
Iramoo Primary School,261 - 269 Mcgrath Road,Wyndham Vale,3024,726,Wyndham (C),144.62857,-37.89587
Verney Road School,2 Verney Road,Shepparton,3630,283,Greater Shepparton (C),145.41529,-36.36744
Weeden Heights Primary School,41-51 Weeden Drive,Vermont South,3133,698,Whitehorse (C),145.17764,-37.85916
Mill Park Primary School,2-10 Blamey Avenue,Mill Park,3082,707,Whittlesea (C),145.06588,-37.67461
Diamond Valley Special Developmental School,14-24 Brentwick Drive,Greensborough,3088,571,Nillumbik (S),145.11165,-37.68675
Melton Specialist School,159-211 Coburns Road,Melton,3337,465,Melton (C),144.56822,-37.68057
Springvale Park Special Developmental School,13-15 Sandown Road,Springvale,3171,267,Greater Dandenong (C),145.15431,-37.94936
Warringa Park School,81 Warringa Crescent,Hoppers Crossing,3029,726,Wyndham (C),144.68759,-37.88404
Serpell Primary School,Tuckers Road,Templestowe,3106,421,Manningham (C),145.15557,-37.7699
Mount Martha Primary School,37 - 55 Glenisla Drive,Mount Martha,3934,534,Mornington Peninsula (S),145.01373,-38.27556
Altona Meadows Primary School,78-88 Alma Avenue,Altona Meadows,3028,311,Hobsons Bay (C),144.77973,-37.86869
The Patch Primary School,53 Kallista-Emerald Road,The Patch,3792,745,Yarra Ranges (S),145.39284,-37.89242
Sale and District Specialist School,333 Princes Highway,Sale,3850,681,Wellington (S),147.07075,-38.08164
Jells Park Primary School,17-33 Petronella Avenue,Wheelers Hill,3150,497,Monash (C),145.19285,-37.90284
Albanvale Primary School,54-64 Diamond Avenue,Albanvale,3021,118,Brimbank (C),144.77442,-37.74402
Kismet Park Primary School,Mcewen Drive,Sunbury,3429,327,Hume (C),144.72867,-37.56525
Sovereign Hill School,39 Magpie Street,Ballarat,3350,57,Ballarat (C),143.86526,-37.57582
Kunyung Primary School,50 Kunyung Road,Mount Eliza,3930,534,Mornington Peninsula (S),145.07623,-38.18768
Apollo Parkways Primary School,31-43 Civic Drive,Greensborough,3088,571,Nillumbik (S),145.10987,-37.68739
Mandama Primary School,10 Corang Avenue,Grovedale,3216,275,Greater Geelong (C),144.32788,-38.2004
Bethal Primary School,26-52 Eldorado Crescent,Meadow Heights,3048,327,Hume (C),144.91782,-37.6592
Cranbourne West Primary School,110 Duff Street,Cranbourne,3977,161,Casey (C),145.26772,-38.10271
Patterson Lakes Primary School,130-148 Gladesville Boulevard,Patterson Lakes,3197,343,Kingston (C),145.14479,-38.06984
Seaford Park Primary School,141 East Road,Seaford,3198,217,Frankston (C),145.15444,-38.10504
Billanook Primary School,270 Sheffield Road,Montrose,3765,745,Yarra Ranges (S),145.33925,-37.82495
Chirnside Park Primary School,66 Kimberley Drive,Chirnside Park,3116,745,Yarra Ranges (S),145.31134,-37.75007
Bass Valley Primary School,70 Corinella Road,Corinella,3984,74,Bass Coast (S),145.48877,-38.43123
Templeton Primary School,Crestdale Road,Wantirna,3152,367,Knox (C),145.23229,-37.86094
Sunbury Heights Primary School,9-39 Charter Road East,Sunbury,3429,327,Hume (C),144.70696,-37.58114
Darley Primary School,21 Nelson Street,Darley,3340,515,Moorabool (S),144.43691,-37.65528
Delacombe Primary School,110-120 Greenhalghs Road,Delacombe,3356,57,Ballarat (C),143.81853,-37.58478
Wallaroo Primary School,Stalwart Avenue,Hastings,3915,534,Mornington Peninsula (S),145.17275,-38.29789
Mossgiel Park Primary School,71 Scotsburn Way,Endeavour Hills,3802,161,Casey (C),145.26772,-37.96839
Wedge Park Primary School,27 Cambrian Way,Melton West,3337,465,Melton (C),144.55421,-37.67562
Appin Park Primary School,149 Appin Street,Wangaratta,3677,670,Wangaratta (RC),146.30071,-36.34159
Croydon Special Developmental School,71-95 Belmont Road East,Croydon South,3136,441,Maroondah (C),145.28078,-37.81563
Milgate Primary School,96 Landscape Drive,Doncaster East,3109,421,Manningham (C),145.17519,-37.7738
Berwick Lodge Primary School,139-145 Mansfield Street,Berwick,3806,161,Casey (C),145.32743,-38.03114
Furlong Park School For Deaf Children,58 - 84 Furlong Road,Sunshine North,3020,118,Brimbank (C),144.8271,-37.76144
Jennings Street School,4 Jennings Street,Laverton,3028,311,Hobsons Bay (C),144.77363,-37.85635
Sunbury And Macedon Ranges Specialist School,127-143 Circular Drive,Sunbury,3429,327,Hume (C),144.72933,-37.59602
Northern School For Autism,16-18 Gertz Ave,Reservoir,3073,189,Darebin (C),145.02993,-37.70059
Latrobe Special Developmental School,146 Liddiard Road,Traralgon,3844,381,Latrobe (C),146.55136,-38.20403
Belvoir Wodonga Special Developmental School,54 Gayview Drive,West Wodonga,3690,717,Wodonga (C),146.85454,-36.12321
Botanic Ridge Primary School,10 Echidna Parade,Botanic Ridge,3977,161,Casey (C),145.28805,-38.15007
Burwood East Special Developmental School,18 Manooka Street,Burwood East,3151,698,Whitehorse (C),145.14212,-37.8572
Wangaratta District Specialist School,139 Appin Street,Wangaratta,3677,670,Wangaratta (RC),146.30016,-36.34379
Meadow Heights Primary School,46-62 Paringa Boulevard,Meadow Heights,3048,327,Hume (C),144.92384,-37.65042
Bundarra Primary School,Cnr Fawthrop & Edgar Streets,Portland,3305,241,Glenelg (S),141.59245,-38.36224
Peninsula Specialist College,25 Old White Hill Road,Dromana,3936,534,Mornington Peninsula (S),145.01011,-38.34184
Chalcot Lodge Primary School,15A Primrose Hill Close,Endeavour Hills,3802,161,Casey (C),145.2477,-37.96973
Rangebank Primary School,14-36 Lesdon Avenue,Cranbourne,3977,161,Casey (C),145.27622,-38.08736
Knox Gardens Primary School,80 Argyle Way,Wantirna South,3152,367,Knox (C),145.22958,-37.88228
