,,,Personal income in Australia - year ended 30 June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gross capital gains - year ended 30 June,,,,Selected Government pensions and allowances - at 30 June,,,Total personal income (weekly) - Persons aged 15 years and over - Census,,,,,,,,Equivalised total household income (weekly) - Census,,,,,,,,
Code,Label,Year,Employee income earners (no.),Employee income earners - median age (years),Total employee income ($m),Median employee income ($),Mean employee income ($),Employee income as main source of income (%),Own unincorporated business income earners (no.),Own unincorporated business income earners - median age (years),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Own unincorporated business income as main source of income (%),Investment income earners (no.),Investment income earners - median age (years),Total investment income ($m),Median investment income ($),Mean investment income ($),Investment income as main source of income (%),Superannuation and annuity income earners (no.),Superannuation and annuity income earners - median age (years),Total superannuation and annuity income ($m),Median superannuation and annuity income ($),Mean superannuation and annuity income ($),Superannuation and annuity income as main source of income (%),Total income earners (excl. Government pensions and allowances) (no.),Total income earners (excl. Government pensions and allowances) - median age (years),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - p80/P20 ratio,Total income (excl. Government pensions and allowances) - p80/P50 ratio,Total income (excl. Government pensions and allowances) - p20/P50 ratio,Total income (excl. Government pensions and allowances) - p10/P50 ratio,Total income (excl. Government pensions and allowances) - gini coefficient,Total income (excl. Government pensions and allowances) - income share of top 1% of earners,Total income (excl. Government pensions and allowances) - income share of top 5% of earners,Total income (excl. Government pensions and allowances) - income share of top 10% of earners,Total income (excl. Government pensions and allowances) - lowest Quartile (%),Total income (excl. Government pensions and allowances) - second Quartile (%),Total income (excl. Government pensions and allowances) - third Quartile (%),Total income (excl. Government pensions and allowances) - highest Quartile (%),Persons who reported gross capital gains (no.),Total value of gross capital gains ($m),Median value of gross capital gains ($),Mean value of gross capital gains ($),Age pension - Department of Veterans' Affairs (no.),Service pension - Department of Veterans' Affairs (no.),Income support supplement - Department of Veterans' Affairs (no.),$1-$499 per week (%),$500-$999 per week (%),$1000-$1999 per week (%),$2000-$2999 per week (%),$3000 or more per week (%),Nil income (%),Negative income (%),Income inadequately described or not stated (%),Median equivalised total household income (weekly) ($),$1-$499 per week (%),$500-$999 per week (%),$1000-$1999 per week (%),$2000-$2999 per week (%),$3000 or more per week (%),Nil income (%),Partial income stated (%),All incomes not stated (%)
10470,Bathurst Regional,2018,20744,40,1170.5,50268,56426,79.6,3577,51,72.4,9061,20239,7.4,14832,48,103,185,6942,11.4,533,58,14.2,16760,26628,1.2,22346,44,1301.8,49633,58257,4.74,1.81,0.38,0.16,0.437,5.8,17.5,28.2,24.1,26,26,23.9,-,-,-,-,-,112,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10470,Bathurst Regional,2019,21049,39,1220.3,52165,57976,80.2,3478,51,62.6,8250,18011,6.8,15301,47,114,146,7453,11.3,555,57,17.7,17058,31871,1.3,22718,43,1362.6,51713,59977,4.64,1.78,0.38,0.16,0.433,6,17.3,27.9,24,25.7,26.6,23.7,-,-,-,-,-,104,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10470,Bathurst Regional,2020,21565,39,1297.7,54111,60176,80.2,3655,51,59.4,7177,16255,7.1,14802,48,106,121,7160,11,521,56,15.8,18768,30355,1.2,23330,43,1421.9,53066,60946,4.71,1.78,0.38,0.15,0.432,5.5,16.7,27.4,24.1,25.2,26.7,23.9,1528,50.5,3100,33067,-,96,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10470,Bathurst Regional,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2065,78.8,3401,38150,-,94,55,23.5,24.4,26.7,7,2.5,6.2,0.6,9.1,1009,16.2,28.3,36.2,8.1,2.6,1.4,5.3,1.9
10470,Bathurst Regional,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2344,147.1,3863,62735,-,92,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10500,Bayside (NSW),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,761,-,-,-,-,-,-,-,-
10500,Bayside (NSW),2016,76639,36,4597.7,51928,59992,80.6,12758,43,289.3,14688,22674,8,64618,40,315.2,243,4879,10.1,1467,59,37.9,15792,25859,0.8,91565,38,5265.2,47809,57503,4.42,1.8,0.41,0.2,0.437,6.4,18.4,29.3,23.9,26,26.8,23.4,-,-,-,-,-,-,-,25.2,23.3,23.5,5.1,2.3,11.3,0.6,8.7,928,19.6,26.7,31.4,7.6,2.5,2.4,7.8,2
10500,Bayside (NSW),2017,91412,35,5307.4,50000,58060,81.2,13397,42,306,14576,22843,7.7,66711,40,322.1,196,4829,9.7,1471,59,41.8,17615,28400,0.8,97071,38,5654.1,48383,58247,4.54,1.81,0.4,0.19,0.44,6.4,18.5,29.5,24.3,25.7,26.6,23.4,-,-,-,-,4,290,229,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10500,Bayside (NSW),2018,95504,35,5749.1,51360,60198,81.8,14206,41,329,14624,23157,7.7,69209,39,327.9,159,4738,9.3,1351,59,37,18121,27359,0.7,101523,37,6093.3,49445,60019,4.6,1.82,0.4,0.19,0.445,6.6,18.8,29.8,24.6,25.8,26,23.6,-,-,-,-,-,233,205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10500,Bayside (NSW),2019,99072,35,6149,52809,62066,81.6,14886,40,342.6,14462,23013,7.8,74348,38,347.5,112,4674,9.4,1353,59,39.7,19080,29357,0.8,105393,37,6527.5,50953,61934,4.62,1.83,0.4,0.19,0.443,6.4,18.6,29.6,24.6,25.8,25.6,24,-,-,-,-,9,206,173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10500,Bayside (NSW),2020,100498,35,6434,54170,64022,81.3,15722,40,348.1,13463,22138,8.2,72777,39,338.2,83,4647,9.3,1368,59,39.5,18426,28841,0.8,107275,37,6799.3,51718,63382,4.71,1.85,0.39,0.19,0.447,6.5,18.8,29.9,24.8,25.8,25.5,23.9,6361,190.6,1952,29958,7,180,145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10500,Bayside (NSW),2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10244,417.5,1754,40755,-,151,112,19.9,21.5,28.2,8.3,4.5,9.4,0.7,7.4,1187,14.1,21.9,37.3,12.8,5.7,2.7,4,1.5
10500,Bayside (NSW),2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11227,415.6,1631,37015,-,141,111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10550,Bega Valley,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,572,-,-,-,-,-,-,-,-
10550,Bega Valley,2016,14801,45,661.4,38672,44685,65,3922,54,71.8,10850,18309,11.5,14058,54,109.4,506,7782,18.2,1215,61,40.6,26838,33385,4.5,18771,51,855.8,37270,45592,5.45,1.87,0.34,0.13,0.478,7.2,20,31.3,32.3,29.7,23.3,14.7,-,-,-,-,-,-,-,36.5,27.3,16.8,2.2,1.1,5.5,0.4,10.3,656,30.4,34.6,19.6,2.5,1,1.1,7.8,3
10550,Bega Valley,2017,15105,45,682.3,39372,45167,65.1,4018,54,77.4,10306,19271,11.3,14117,55,107.6,467,7619,18.3,1221,62,44.5,28526,36453,4.5,19301,51,887.6,37366,45986,5.65,1.9,0.34,0.12,0.478,7,19.7,31,32.2,29.7,23.5,14.6,-,-,-,-,-,276,135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10550,Bega Valley,2018,15312,45,706.4,40164,46136,65.5,4113,54,79.6,10905,19346,11.1,14325,55,115.9,493,8088,18.4,1182,63,41.5,28523,35106,4.2,19742,51,915.8,38318,46388,5.7,1.89,0.33,0.12,0.474,6.4,19,30.4,32.7,30.1,22.9,14.4,-,-,-,-,-,251,118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10550,Bega Valley,2019,15187,44,724.4,41933,47697,66.2,3821,53,74.8,11443,19588,10.4,14131,55,123.4,440,8731,18.2,1155,64,41.2,28692,35644,4.3,19378,51,934.4,39935,48219,5.45,1.86,0.34,0.12,0.467,6.5,18.9,30.1,32.1,29.9,23.3,14.7,-,-,-,-,4,233,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10550,Bega Valley,2020,15647,44,775.6,43608,49566,65.5,4183,54,76.9,9828,18375,10.9,14346,56,113.8,341,7933,18.2,1132,65,41.1,30172,36344,4.3,20163,51,977.8,40001,48494,6.22,1.91,0.31,0.1,0.486,6.4,19,30.6,33.6,28.8,22.8,14.9,1595,46.8,5131,29359,-,215,98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10550,Bega Valley,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2174,91.5,6378,42073,-,198,78,29.9,27.5,22,4.1,1.9,5.6,0.7,8.1,794,22.6,33.8,27.3,4.9,2.2,1.8,5,2.4
10550,Bega Valley,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2419,149.5,6914,61799,-,198,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10600,Bellingen,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,531,-,-,-,-,-,-,-,-
10600,Bellingen,2016,5348,45,244.4,38420,45694,64.7,1865,54,29.6,7539,15851,14.9,4950,54,32.3,476,6524,17,276,59,8.8,23200,32032,2.6,6774,51,304,35835,44878,6.11,1.97,0.32,0.1,0.492,7.4,20.1,31.8,33.6,29.4,22,15.1,-,-,-,-,-,-,-,37.2,27.1,15.8,2.5,1.1,6.6,0.5,9.3,638,30.8,34.6,19.3,2.6,0.9,1.1,7.8,2.9
10600,Bellingen,2017,5356,45,247.4,39755,46186,64.2,1914,54,32.2,8421,16843,14.9,4781,54,34.2,493,7143,17.5,250,59,7.3,23246,29309,2.4,6859,51,310.5,36601,45273,6.57,1.95,0.3,0.1,0.496,7.7,20.1,31.7,34,29,21.7,15.2,-,-,-,-,-,106,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10600,Bellingen,2018,5464,45,258.4,39919,47289,64.9,1961,54,28.7,7174,14652,14.2,4772,55,31.2,526,6530,17.9,259,59,7.1,18269,27242,2.3,6953,51,310.5,35924,44659,6.58,2,0.3,0.09,0.501,6.5,19.3,31.3,36,28.4,21,14.7,-,-,-,-,-,104,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10600,Bellingen,2019,5526,45,268.1,41242,48514,66.4,1908,54,27.5,7148,14436,13.7,4844,54,34.7,501,7167,16.7,229,60,6.6,18238,28782,2.2,7011,50,327.1,38273,46649,6.62,1.97,0.3,0.09,0.499,6.2,19.1,30.9,34.9,28.8,20.9,15.4,-,-,-,-,6,90,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10600,Bellingen,2020,5580,45,281.7,42637,50476,64.9,1978,54,29.7,7447,15028,14.3,4844,55,37.1,427,7664,17.6,230,61,7.7,21705,33404,2.1,7136,50,344.1,38005,48227,7.12,2.04,0.29,0.08,0.514,7.4,20.6,32.5,35.6,28.1,21.3,15,579,29.2,4998,50475,-,76,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10600,Bellingen,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,735,36.9,5292,50178,-,70,17,30.6,26.8,20,4.1,1.9,6.9,0.8,9,774,23.2,34.4,26.1,4.6,1.8,2.1,5.7,2.3
10600,Bellingen,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,786,41.3,5190,52598,-,73,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10650,Berrigan,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,544,-,-,-,-,-,-,-,-
10650,Berrigan,2016,3514,42,156.5,39500,44545,67.7,1011,53,24,12843,23698,12.6,3134,53,26.9,468,8599,17.5,136,58,3.4,12361,25181,1.7,4286,48,202.2,38513,47182,5.37,1.89,0.35,0.14,0.476,6.9,19.5,30.6,30.3,29.4,23.8,16.5,-,-,-,-,-,-,-,35.9,26,15.7,2.1,1.3,5.4,0.7,13,647,31.6,32.6,18.9,2.7,1.5,1.3,6.6,4.8
10650,Berrigan,2017,3598,43,160.6,39869,44647,65.9,1152,53,22.1,11578,19176,13.6,3220,54,28.4,387,8814,18.8,117,58,3,13566,26037,1.4,4507,48,207.6,38652,46070,5.41,1.85,0.34,0.12,0.484,6.5,18.9,30.2,31.1,28.8,24.7,15.3,-,-,-,-,-,91,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10650,Berrigan,2018,3742,42,170.6,40899,45595,68.2,1102,54,20.2,12354,18312,12.4,3191,54,28.1,403,8817,18.1,106,58,2,10000,19019,1.1,4584,48,212.8,40157,46432,5.56,1.83,0.33,0.11,0.482,5.8,18.1,29.5,31.8,28.4,24.8,15,-,-,-,-,-,87,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10650,Berrigan,2019,3546,42,169.1,43129,47689,71.8,823,54,11.4,7540,13826,9,2905,52,25.7,259,8832,17.1,103,58,2.4,15211,23390,1.4,4144,48,201.8,42597,48691,5.31,1.82,0.34,0.11,0.47,5.6,17.5,28.8,31.2,28.3,25,15.5,-,-,-,-,-,88,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10650,Berrigan,2020,3839,42,188.5,44134,49092,69.3,1128,54,4.9,5616,4360,11.1,3102,54,30.9,297,9972,18.2,99,56,2.6,10000,26070,1.2,4669,49,217.5,40737,46589,6.26,1.89,0.3,0.07,0.509,5.6,18,29.7,32.6,29.1,24.1,14.2,414,45.8,4927,110523,-,84,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10650,Berrigan,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,482,19.7,4435,40827,-,69,15,29.8,25.7,19.1,3.7,1.9,5.7,0.8,13.3,755,24.3,33.8,25.3,3.9,2.2,2.1,4.8,3.9
10650,Berrigan,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,561,38.5,4564,68614,-,73,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10750,Blacktown,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,752,-,-,-,-,-,-,-,-
10750,Blacktown,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.9,24,24.4,4.3,1.3,12,0.6,7.4,895,19.8,30.2,32.9,5.1,1,1.3,7.5,2.1
10750,Blacktown,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,693,284,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10750,Blacktown,2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,622,263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10750,Blacktown,2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,589,240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10750,Blacktown,2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8071,189.1,1844,23428,18,537,219,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10750,Blacktown,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14891,354.1,1600,23777,15,488,181,20.2,21.1,28.6,7.7,3.1,11.5,0.9,7.1,1112,14.3,25,39.6,10.5,2.9,1.7,4.4,1.6
10750,Blacktown,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16669,483.8,1454,29026,14,480,185,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10800,Bland,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,579,-,-,-,-,-,-,-,-
10800,Bland,2016,2339,41,109.1,37929,46626,63.4,1139,53,37.6,18573,33015,23.5,2208,51,16,470,7228,12.2,53,59,0.9,10018,17349,0.8,3006,48,157,40728,52215,5.41,1.98,0.37,0.14,0.495,7.3,20.5,32.3,29.1,28.1,22.6,20.2,-,-,-,-,-,-,-,30.2,24.3,17.6,3.2,2.2,6.4,0.7,15.4,712,26.5,30.2,22.7,3.7,2.5,1.6,7.8,4.8
10800,Bland,2017,2404,41,113.6,38710,47254,62.5,1186,53,38.9,19018,32803,23.7,2304,51,18.7,385,8110,12.7,59,59,0.9,8369,15896,0.6,3137,47,167.1,40743,53274,5.89,2.04,0.35,0.11,0.522,8.8,22.2,33.9,29.3,27.7,22.3,20.8,-,-,-,-,4,11,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10800,Bland,2018,2441,40,120.9,41799,49549,64.7,1141,53,26.1,14599,22849,20.2,2315,51,15.8,396,6838,13.9,47,60,0.8,10817,16579,0.8,3136,47,155.9,40816,49718,6.43,1.97,0.31,0.08,0.55,8.2,21.8,33.6,31.1,27.7,22.6,18.7,-,-,-,-,-,9,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10800,Bland,2019,2376,40,123.8,43716,52091,68.1,940,54,12.6,8044,13362,15.5,2160,50,16.8,300,7786,13.8,50,59,1,14150,20321,0.9,2969,46,146.7,40982,49403,6.79,1.99,0.29,0.08,0.581,9.9,22.7,34.5,32.3,27.5,22.8,17.4,-,-,-,-,-,9,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10800,Bland,2020,2557,39,137,45534,53590,67.6,1045,54,-5.9,2041,-5607,14.1,2270,50,13.4,235,5886,16.9,53,56,0.9,9600,16613,0.9,3195,46,137.2,38064,42953,10.32,2.12,0.21,0.01,0.707,7.7,22.1,36.1,36.5,26,20.7,16.8,241,11.8,2787,49060,-,8,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10800,Bland,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,299,21.5,4250,71844,-,-,10,25.8,24,23,6.4,2.8,5.2,1.1,11.7,876,21.8,26.3,29.1,6.6,2.3,2.2,7.8,3.8
10800,Bland,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,319,25.6,4519,80254,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10850,Blayney,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,687,-,-,-,-,-,-,-,-
10850,Blayney,2016,3307,42,180.8,46806,54672,74.8,1018,53,14.4,4244,14132,11.8,2560,49,17.7,207,6906,11.5,89,58,2.1,16235,23696,1.4,3694,46,203.7,45397,55139,5.21,1.91,0.37,0.14,0.471,7.5,19.7,30.8,26.3,26.8,24,23,-,-,-,-,-,-,-,31.4,24.3,20.9,4.3,1.7,6.7,0.5,10,766,25.1,31.6,26.2,4,1.5,1.2,7.5,3.5
10850,Blayney,2017,3409,43,191.3,47915,56129,74.2,1133,54,18.3,4146,16181,12.5,2677,50,18.8,248,7025,11.6,92,58,1.8,15069,19855,1.2,3919,47,220.5,45846,56252,5.08,1.9,0.37,0.13,0.478,8.1,20.5,31.6,25.9,26.8,24.8,22.6,-,-,-,-,-,47,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10850,Blayney,2018,3474,43,197.6,49229,56871,74.9,1115,55,15.1,4905,13554,11.9,2725,50,17.5,203,6409,11.3,92,57,2.4,16821,26114,1.4,3967,47,223.9,47530,56432,5.08,1.87,0.37,0.13,0.487,7.8,19.7,30.8,25.7,26.8,25.3,22.2,-,-,-,-,-,47,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10850,Blayney,2019,3419,43,203.5,51485,59516,76.4,981,53,7,3414,7130,9.8,2704,49,20.7,188,7652,11.7,96,57,3,19874,31149,1.5,3915,46,223.6,48593,57115,5.29,1.88,0.35,0.13,0.491,8.4,19.9,31.1,26.6,26.5,24.9,21.9,-,-,-,-,-,48,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10850,Blayney,2020,3508,43,216.1,53063,61597,74.7,1092,54,11.9,2273,10886,10.7,2687,50,22.1,188,8226,12.8,101,56,2.8,16777,27516,1.3,4059,47,240.1,49857,59159,5.38,1.87,0.35,0.11,0.493,8.4,19.9,31,26.7,25.9,24.8,22.6,313,8,3297,25700,-,44,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10850,Blayney,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,386,17.8,4061,46015,-,32,13,24.8,23.3,25.1,7.5,3.1,6.9,1,8.2,964,17.3,28.6,33.5,7.2,2.9,1.6,6.2,2.1
10850,Blayney,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,406,23.8,4124,58731,-,29,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,789,-,-,-,-,-,-,-,-
10900,Blue Mountains,2016,39915,43,2413.5,51018,60466,75.1,7224,49,171,11062,23668,8.5,33342,50,190.6,301,5718,13.5,1743,59,50.5,21448,28991,2.1,44952,47,2676.3,47705,59537,5.57,1.97,0.35,0.14,0.461,6.5,18.8,29.9,26,24,22.6,27.4,-,-,-,-,-,-,-,28.2,23.9,24.1,6.1,2.5,7.6,0.3,7.2,912,18.8,30.4,32.1,6.7,1.9,1,7.1,2.1
10900,Blue Mountains,2017,40191,43,2469.7,51958,61450,75,7322,49,174.4,11282,23817,8.4,32980,50,193.6,277,5871,13.6,1684,60,51.4,21799,30546,2.1,45662,47,2753.2,48325,60296,5.65,1.96,0.35,0.14,0.462,6.4,18.8,29.9,26.1,24,22.6,27.4,-,-,-,-,6,326,169,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains,2018,40522,43,2564.1,53506,63277,75.6,7267,50,178.2,11812,24525,8.2,33011,50,208.3,272,6310,13.5,1512,60,50.4,24170,33301,2,46244,47,2859.9,49788,61843,5.66,1.96,0.35,0.14,0.462,6.3,18.6,29.8,26.2,23.8,22.5,27.5,-,-,-,-,7,300,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains,2019,40398,43,2634,55548,65202,75.4,7314,50,174.8,11059,23900,8.1,33564,49,220.2,219,6561,13.6,1503,60,51.2,24304,34036,2,46142,47,2938.7,51734,63689,5.62,1.93,0.34,0.14,0.461,6.4,18.6,29.8,26.2,23.6,22.8,27.5,-,-,-,-,8,271,136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains,2020,40099,44,2729.7,58384,68075,75.3,7482,50,179,10588,23925,8.3,32359,50,201.2,193,6219,13.4,1401,62,49.1,25439,35062,2,46087,47,3012,53047,65354,5.81,1.93,0.33,0.12,0.466,6.7,18.8,30,26.3,23.1,23,27.6,3400,130.8,2998,38462,6,243,138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4689,163,2973,34755,10,225,96,23.5,22.8,26.5,9.6,4.7,7.7,0.5,4.8,1086,14.7,27.3,35.6,11.3,4.6,1.4,3.8,1.3
10900,Blue Mountains,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5298,310.7,2621,58640,6,215,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10950,Bogan,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,596,-,-,-,-,-,-,-,-
